datetimeobject,STUSPS,positiveRate,testRate,ndays,label
2020-08-16,FL,2669.81572593053,19707.04827980713,207.0,
2020-08-17,FL,2682.2844511039502,19801.322644001088,208.0,
2020-08-18,FL,2700.1541177266486,19923.141809586363,209.0,
2020-08-19,FL,2719.313491919563,20049.779918619915,210.0,
2020-08-20,FL,2740.521499075997,20187.19197464798,211.0,
2020-08-21,FL,2762.330128169462,20333.669231539618,212.0,
2020-08-22,FL,2782.4020752279444,20494.92923765665,213.0,
2020-08-23,FL,2796.2489716677323,20619.6444252949,214.0,
2020-08-24,FL,2806.762183557793,20705.88721707506,215.0,
2020-08-25,FL,2819.2076288111734,20796.064315341973,216.0,
2020-08-26,FL,2834.199897316929,20918.488758848292,217.0,
2020-08-27,FL,2849.420309039076,21032.774542308623,218.0,
2020-08-28,FL,2867.1828880295907,21173.911385543088,219.0,
2020-08-29,FL,2882.0680689031624,21302.10924921932,220.0,
2020-08-30,FL,2894.0944755958226,21415.70129106246,221.0,
2020-08-31,FL,2902.8710054509,21489.875772293886,222.0,
2020-09-01,FL,2938.1121484074415,21770.75731954442,223.0,
2020-09-02,FL,2949.2958219946545,21854.26704871188,224.0,
2020-09-03,FL,2965.9223408872176,21965.517130599,225.0,
2020-09-04,FL,2980.812177744797,22069.396789801456,226.0,
2020-09-05,FL,2997.83445527804,22180.209209191824,227.0,
2020-09-06,FL,3009.7723982745483,22277.8126019515,228.0,
2020-09-07,FL,3018.3300968812496,22356.563915462786,229.0,
2020-09-08,FL,3026.817955727831,22427.283656560277,230.0,
2020-09-09,FL,3036.3906588482764,22494.21342667526,231.0,
2020-09-10,FL,3048.4170655409366,22582.72833865132,232.0,
2020-09-11,FL,3065.4114071701315,22706.09794691126,233.0,
2020-09-12,FL,3080.263996155647,22822.143692326616,234.0,
2020-09-13,FL,3091.5454454070277,22925.739336504586,235.0,
2020-09-14,FL,3099.628233644913,23005.254231393184,236.0,
2020-09-15,FL,3114.136279813837,23134.87217019186,237.0,
2020-09-16,FL,3125.1011221526737,23205.531383497248,238.0,
2020-09-17,FL,3140.2563500987094,23331.01015251281,239.0,
2020-09-18,FL,3155.174122860337,23458.062644123074,240.0,
2020-09-19,FL,3171.809953720916,23599.106367677377,241.0,
2020-09-20,FL,3183.54768940508,23722.652903329617,242.0,
2020-09-21,FL,3191.393022458558,23807.256788738963,243.0,
2020-09-22,FL,3202.8933029583145,23896.102275579593,244.0,
2020-09-23,FL,3214.9523015390305,24006.16042556066,245.0,
2020-09-24,FL,3226.783156903355,24115.664513444783,246.0,
2020-09-25,FL,3240.0387433741275,24239.024809736708,247.0,
2020-09-26,FL,3253.0522186764833,24374.108873760768,248.0,
2020-09-27,FL,3261.814780579537,24459.937282964212,249.0,
2020-09-28,FL,3265.2508967774397,24498.260687334052,250.0,
2020-09-29,FL,3280.4573405475635,24630.695496457563,251.0,
2020-09-30,FL,3289.5271973951444,24682.22792745809,252.0,
2020-01-22,GA,0.0,0.0,0.0,
2020-01-23,GA,0.0,0.0,1.0,
2020-01-24,GA,0.0,0.0,2.0,
2020-01-25,GA,0.0,0.0,3.0,
2020-01-26,GA,0.0,0.0,4.0,
2020-01-27,GA,0.0,0.0,5.0,
2020-01-28,GA,0.0,0.0,6.0,
2020-01-29,GA,0.0,0.0,7.0,
2020-01-30,GA,0.0,0.0,8.0,
2020-01-31,GA,0.0,0.0,9.0,
2020-02-01,GA,0.0,0.0,10.0,
2020-02-02,GA,0.0,0.0,11.0,
2020-02-03,GA,0.0,0.0,12.0,
2020-02-04,GA,0.0,0.0,13.0,
2020-02-05,GA,0.0,0.0,14.0,
2020-02-06,GA,0.0,0.0,15.0,
2020-02-07,GA,0.0,0.0,16.0,
2020-02-08,GA,0.0,0.0,17.0,
2020-02-09,GA,0.0,0.0,18.0,
2020-02-10,GA,0.0,0.0,19.0,
2020-02-11,GA,0.0,0.0,20.0,
2020-02-12,GA,0.0,0.0,21.0,
2020-02-13,GA,0.0,0.0,22.0,
2020-02-14,GA,0.0,0.0,23.0,
2020-02-15,GA,0.0,0.0,24.0,
2020-02-16,GA,0.0,0.0,25.0,
2020-02-17,GA,0.0,0.0,26.0,
2020-02-18,GA,0.0,0.0,27.0,
2020-02-19,GA,0.0,0.0,28.0,
2020-02-20,GA,0.0,0.0,29.0,
2020-02-21,GA,0.0,0.0,30.0,
2020-02-22,GA,0.0,0.0,31.0,
2020-02-23,GA,0.0,0.0,32.0,
2020-02-24,GA,0.0,0.0,33.0,
2020-02-25,GA,0.0,0.0,34.0,
2020-02-26,GA,0.0,0.0,35.0,
2020-02-27,GA,0.0,0.0,36.0,
2020-02-28,GA,0.0,0.0,37.0,
2020-02-29,GA,0.0,0.0,38.0,
2020-03-01,GA,0.0,0.0,39.0,
2020-03-02,GA,0.0,0.0,40.0,
2020-03-03,GA,0.0,0.0,41.0,
2020-03-04,GA,0.018836962603825804,0.018836962603825804,42.0,
2020-03-05,GA,0.018836962603825804,0.018836962603825804,43.0,
2020-03-06,GA,0.018836962603825804,0.018836962603825804,44.0,
2020-03-07,GA,0.056510887811477416,0.056510887811477416,45.0,
2020-03-08,GA,0.06592936911339031,0.06592936911339031,46.0,
2020-03-09,GA,0.11302177562295483,0.11302177562295483,47.0,
2020-03-10,GA,0.16011418213251935,0.16011418213251935,48.0,
2020-03-11,GA,0.20720658864208388,0.20720658864208388,49.0,
2020-03-12,GA,0.2919729203593,0.2919729203593,50.0,
2020-03-13,GA,0.39557621468034193,0.39557621468034193,51.0,
2020-03-14,GA,0.6216197659262516,0.6216197659262516,52.0,
2020-03-15,GA,0.9324296488893774,0.9324296488893774,53.0,
2020-03-16,GA,1.1396362375314613,1.1396362375314613,54.0,
2020-03-17,GA,1.3750982700792838,1.3750982700792838,55.0,
2020-03-18,GA,1.855440816476842,14.203069803284658,56.0,
2020-03-19,GA,2.703104133649003,17.245239263802524,57.0,
2020-03-20,GA,3.955762146803419,22.472496386364185,58.0,
2020-03-21,GA,4.775170020069842,28.858226709061135,59.0,
2020-03-22,GA,5.651088781147742,37.86229483368987,60.0,
2020-03-23,GA,7.271067565076761,47.7422817193965,61.0,
2020-03-24,GA,9.663361815762638,51.650951459690354,62.0,
2020-03-25,GA,11.744846183485391,58.19679596451982,63.0,
2020-03-26,GA,14.363183985417177,84.06936410087458,64.0,
2020-03-27,GA,18.84638108512772,92.91331804337078,65.0,
2020-03-28,GA,22.28412676032593,104.0836368674395,66.0,
2020-03-29,GA,24.968393931371107,118.33379907723372,67.0,
2020-03-30,GA,26.456513977073342,119.84075608553978,68.0,
2020-03-31,GA,37.005213035215796,152.4004459462527,69.0,
2020-04-01,GA,43.68291627827204,191.44005094268167,70.0,
2020-04-02,GA,50.3700380026302,216.2200752480145,71.0,
2020-04-03,GA,54.91916447145414,237.9579300928295,72.0,
2020-04-04,GA,58.017844819783484,247.64954735249788,73.0,
2020-04-05,GA,62.60464521381507,262.1351715948399,74.0,
2020-04-06,GA,68.88677224219097,294.55358423602416,75.0,
2020-04-07,GA,83.05216812026798,317.5252601313897,76.0,
2020-04-08,GA,93.25238337023966,365.3146342572958,77.0,
2020-04-09,GA,99.51567343601172,386.95830428909164,78.0,
2020-04-10,GA,108.15242078986587,434.6346566393747,79.0,
2020-04-11,GA,114.51931414995899,487.0767605284257,80.0,
2020-04-12,GA,117.27892917141948,512.8645623330633,81.0,
2020-04-13,GA,125.4070785349703,537.0512223163756,82.0,
2020-04-14,GA,133.95905955710722,582.0150520517079,83.0,
2020-04-15,GA,141.1547792717687,603.6304666395979,84.0,
2020-04-16,GA,147.57818351967327,639.8822011706608,85.0,
2020-04-17,GA,161.94136750509045,675.1544136463245,86.0,
2020-04-18,GA,166.41514612349908,698.9266604523526,87.0,
2020-04-19,GA,172.36762630630804,752.8474659058041,88.0,
2020-04-20,GA,178.45196522734378,794.2416912277113,89.0,
2020-04-21,GA,187.2488267633304,830.1449419506033,90.0,
2020-04-22,GA,195.3393022016736,886.0153730335506,91.0,
2020-04-23,GA,202.61036976675035,951.8505573339219,92.0,
2020-04-24,GA,208.59110539346509,1009.4351520138174,93.0,
2020-04-25,GA,213.75243314691335,1120.9311336658623,94.0,
2020-04-26,GA,220.40188094606387,1160.5735214656136,95.0,
2020-04-27,GA,225.22414337264325,1197.738848682962,96.0,
2020-04-28,GA,231.8359172465861,1318.7757518938447,97.0,
2020-04-29,GA,241.32974639891432,1354.1704046264335,98.0,
2020-04-30,GA,246.34037845153196,1403.7681271623067,99.0,
2020-05-01,GA,256.84198510316486,1585.7614413591698,100.0,
2020-05-02,GA,266.5995317319466,1646.3505315743753,101.0,
2020-05-03,GA,269.38740219731284,1649.1384020397418,102.0,
2020-05-04,GA,276.60195887457814,1726.643084673183,103.0,
2020-05-05,GA,279.83249796113427,1892.0127793721697,104.0,
2020-05-06,GA,289.1097020435185,1922.6605175285943,105.0,
2020-05-07,GA,296.1076336508398,2046.6642423495794,106.0,
2020-05-08,GA,302.38976067921567,2143.3355344324136,107.0,
2020-05-09,GA,306.4020337138306,2216.394693891352,108.0,
2020-05-10,GA,314.9634332172694,2293.8428656369815,109.0,
2020-05-11,GA,319.5408151299991,2366.7513293950897,110.0,
2020-05-12,GA,326.2090998917534,2469.3280092542227,111.0,
2020-05-13,GA,332.77378135918667,2579.7597025191517,112.0,
2020-05-14,GA,337.72790252399284,2692.564853072163,113.0,
2020-05-15,GA,345.4793126354672,2843.1946245336558,114.0,
2020-05-16,GA,349.8683249221586,3023.982373123874,115.0,
2020-05-17,GA,355.0861635634183,3307.5351711992635,116.0,
2020-05-18,GA,358.6651864581453,3431.0491349925496,117.0,
2020-05-19,GA,364.6930144913695,3561.6552152061754,118.0,
2020-05-20,GA,373.41452817694085,3795.082855792785,119.0,
2020-05-21,GA,380.55373700379084,3840.2067997102495,120.0,
2020-05-22,GA,388.21096230224606,4024.0367177609855,121.0,
2020-05-23,GA,396.8194542121944,4129.693241005844,122.0,
2020-05-24,GA,403.46890201134494,4136.342688804995,123.0,
2020-05-25,GA,408.23465355011285,4141.1084403437635,124.0,
2020-05-26,GA,411.87018733265126,4144.7439741263015,125.0,
2020-05-27,GA,418.3783579122731,4151.2521447059235,126.0,
2020-05-28,GA,424.49095227721455,4187.890036970364,127.0,
2020-05-29,GA,430.1420410583623,4240.868994293625,128.0,
2020-05-30,GA,435.9438255403406,4283.8831983994605,129.0,
2020-05-31,GA,442.53676245167964,4384.538508073004,130.0,
2020-06-01,GA,448.4892426344886,4442.0477549024845,131.0,
2020-06-02,GA,454.0367281213153,4467.063241240365,132.0,
2020-06-03,GA,460.50722477572947,4546.4139462089815,133.0,
2020-06-04,GA,469.4830374564525,4674.6842430597335,134.0,
2020-06-05,GA,476.7729419841331,4782.591783335749,135.0,
2020-06-06,GA,483.2528571198491,4924.518878074275,136.0,
2020-06-07,GA,488.8003426066758,5084.887359201945,137.0,
2020-06-08,GA,494.44201290652165,5174.278165238401,138.0,
2020-06-09,GA,501.52471084556015,5247.817667243737,139.0,
2020-06-10,GA,508.4096206772585,5377.528991733681,140.0,
2020-06-11,GA,517.762172610058,5502.662934310896,141.0,
2020-06-12,GA,525.3911424646075,5575.345354517758,142.0,
2020-06-13,GA,534.9791564299547,5648.074867131129,143.0,
2020-06-14,GA,543.2674199756382,5846.899007414511,144.0,
2020-06-15,GA,550.1711667699403,5938.314786930878,145.0,
2020-06-16,GA,556.4250383544105,5980.528420126052,146.0,
2020-06-17,GA,565.3914325538316,6126.41127701138,147.0,
2020-06-18,GA,573.6985330621187,6246.374473353845,148.0,
2020-06-19,GA,584.0306070503171,6313.264527560031,149.0,
2020-06-20,GA,600.9838733937604,6540.042720347488,150.0,
2020-06-21,GA,609.3851587150667,6576.991422494893,151.0,
2020-06-22,GA,620.9416352725138,6668.529642268185,152.0,
2020-06-23,GA,637.4239775508614,6887.368055318131,153.0,
2020-06-24,GA,653.4636512080192,7000.135531945935,154.0,
2020-06-25,GA,669.6069281594978,7138.4930222710345,155.0,
2020-06-26,GA,687.5020426331323,7261.912801251302,156.0,
2020-06-27,GA,706.244820423939,7438.838972507736,157.0,
2020-06-28,GA,727.2009413206953,7600.1304648029945,158.0,
2020-06-29,GA,747.987529554017,7752.512073786643,159.0,
2020-06-30,GA,765.6377635138018,7853.864351076529,160.0,
2020-07-01,GA,793.3846094292372,8053.159415425004,161.0,
2020-07-02,GA,826.0855765094789,8318.77000662025,162.0,
2020-07-03,GA,852.3066284540043,8488.095463466041,163.0,
2020-07-04,GA,878.9232566132102,8724.894920358734,164.0,
2020-07-05,GA,899.6156600335129,8939.881174556198,165.0,
2020-07-06,GA,914.1954690888739,9031.880899913285,166.0,
2020-07-07,GA,946.2748164031894,9224.950348121198,167.0,
2020-07-08,GA,978.4860224557315,9422.333460765385,168.0,
2020-07-09,GA,1005.2062539092584,9601.407045758657,169.0,
2020-07-10,GA,1047.4387240670358,9855.009073293963,170.0,
2020-07-11,GA,1077.4836794201378,10029.486439411898,171.0,
2020-07-12,GA,1101.265344707468,10204.133338193269,172.0,
2020-07-13,GA,1135.5768720903368,10435.366472636533,173.0,
2020-07-14,GA,1167.5431976290292,10652.622580827758,174.0,
2020-07-15,GA,1204.002138748734,10878.18578952727,175.0,
2020-07-16,GA,1236.4111329086163,11097.061876502425,176.0,
2020-07-17,GA,1273.218557836492,11289.726330014355,177.0,
2020-07-18,GA,1317.3818166611616,11601.741778584124,178.0,
2020-07-19,GA,1348.0012993736805,11823.198529436004,179.0,
2020-07-20,GA,1371.0954155259708,11997.08253123192,180.0,
2020-07-21,GA,1403.2406922093996,12199.674064036066,181.0,
2020-07-22,GA,1434.453539243939,12402.670591536194,182.0,
2020-07-23,GA,1474.8211501039377,12591.925554816833,183.0,
2020-07-24,GA,1520.1523006100444,13020.52296494168,184.0,
2020-07-25,GA,1555.8200893003886,13259.714716085062,185.0,
2020-07-26,GA,1581.8621901001777,13458.491763961933,186.0,
2020-07-27,GA,1609.0816010627059,13684.704847871277,187.0,
2020-07-28,GA,1648.7239888624574,14008.352120848911,188.0,
2020-07-29,GA,1679.5318412010145,14245.113903816398,189.0,
2020-07-30,GA,1716.8572826004956,14517.54347547423,190.0,
2020-07-31,GA,1755.1528275740732,14831.160065865322,191.0,
2020-08-01,GA,1789.6244691390746,15032.696728763656,192.0,
2020-08-02,GA,1819.433962459629,15301.64146233978,193.0,
2020-08-03,GA,1840.700893239348,15506.597033950706,194.0,
2020-08-04,GA,1864.3695367510552,15676.23330067946,195.0,
2020-08-05,GA,1899.8301188527573,15966.435546554001,196.0,
2020-08-06,GA,1929.7997263554444,16244.638647249902,197.0,
2020-08-07,GA,1968.5002660250043,16511.81270634127,198.0,
2020-08-08,GA,2010.1582088233654,16934.109152475135,199.0,
2020-08-09,GA,2040.0053760691271,17283.36527611267,200.0,
2020-08-10,GA,2062.8828671514734,17536.85428187235,201.0,
2020-08-11,GA,2096.4409160301893,17852.590030556377,202.0,
2020-08-12,GA,2130.0178018715087,18052.79868759114,203.0,
2020-08-13,GA,2153.70528234582,18296.435961909025,204.0,
2020-08-14,GA,2184.0987215070927,18554.90734427742,205.0,
2020-08-15,GA,2214.9254108082537,18724.562447968776,206.0,
2020-08-16,GA,2232.462622992415,18886.626255730793,207.0,
2020-08-17,GA,2249.707862256218,19095.18910568035,208.0,
2020-08-18,GA,2276.2303056024048,19405.07597747589,209.0,
2020-08-19,GA,2297.939905003314,19549.913382936706,210.0,
2020-08-20,GA,2323.925494915292,19749.001240696543,211.0,
2020-08-21,GA,2351.135487396518,19968.14104514815,212.0,
2020-08-22,GA,2375.548190931076,20241.917459632154,213.0,
2020-08-23,GA,2391.8139081394797,20455.848843923806,214.0,
2020-08-24,GA,2413.514089059087,20769.4560158336,215.0,
2020-08-25,GA,2433.3023182744064,21011.2190123724,216.0,
2020-08-26,GA,2454.3620424654832,21181.23201835323,217.0,
2020-08-27,GA,2477.7575500194353,21368.998861588167,218.0,
2020-08-28,GA,2499.4012200512307,21539.91604177398,219.0,
2020-08-29,GA,2521.8737164375952,21777.214678175675,220.0,
2020-08-30,GA,2533.3171712194194,21921.421045389263,221.0,
2020-08-31,GA,2547.4260562096847,22073.473007527344,222.0,
2020-09-01,GA,2568.391595587743,22307.65412661811,223.0,
2020-09-02,GA,2586.437405762208,22431.40355244394,224.0,
2020-09-03,GA,2611.631843244825,22704.803227675868,225.0,
2020-09-04,GA,2631.0904256145773,22906.92383641492,226.0,
2020-09-05,GA,2651.754573590974,23176.330075574835,227.0,
2020-09-06,GA,2667.304486220432,23353.764844821573,228.0,
2020-09-07,GA,2673.0309228519955,23441.10242193421,229.0,
2020-09-08,GA,2687.563639500847,23657.58621465868,230.0,
2020-09-09,GA,2705.8072377826525,23807.839246868094,231.0,
2020-09-10,GA,2723.0995694529643,23947.374047355934,232.0,
2020-09-11,GA,2738.715411451536,24095.479665828516,233.0,
2020-09-12,GA,2758.720265736799,24495.520240645965,234.0,
2020-09-13,GA,2771.9909058911944,24508.79088080036,235.0,
2020-09-14,GA,2781.626012263051,24631.654969383813,236.0,
2020-09-15,GA,2795.716060290713,24762.035006046193,237.0,
2020-09-16,GA,2816.653344224865,24997.789011514375,238.0,
2020-09-17,GA,2834.049279189498,25240.503274664672,239.0,
2020-09-18,GA,2851.322773897207,25448.28439066617,240.0,
2020-09-19,GA,2872.8345851907757,25763.21014995823,241.0,
2020-09-20,GA,2883.515142987145,25908.565571890656,242.0,
2020-09-21,GA,2894.6666248486094,26097.32135566229,243.0,
2020-09-22,GA,2902.973725356897,26215.655154739525,244.0,
2020-09-23,GA,2916.696452613784,26402.028062741778,245.0,
2020-09-24,GA,2929.580935034801,26805.24266575797,246.0,
2020-09-25,GA,2943.407265586009,26819.068996309183,247.0,
2020-09-26,GA,2956.2069816753087,27053.221859956033,248.0,
2020-09-27,GA,2963.854788492462,27184.270608790852,249.0,
2020-09-28,GA,2969.4682033484023,27299.449216631943,250.0,
2020-09-29,GA,2979.122146682863,27415.626183491044,251.0,
2020-09-30,GA,2995.321934522153,27630.800807314543,252.0,
2020-01-22,HI,0.0,0.0,0.0,
2020-01-23,HI,0.0,0.0,1.0,
2020-01-24,HI,0.0,0.0,2.0,
2020-01-25,HI,0.0,0.0,3.0,
2020-01-26,HI,0.0,0.0,4.0,
2020-01-27,HI,0.0,0.0,5.0,
2020-01-28,HI,0.0,0.0,6.0,
2020-01-29,HI,0.0,0.0,7.0,
2020-01-30,HI,0.0,0.0,8.0,
2020-01-31,HI,0.0,0.0,9.0,
2020-02-01,HI,0.0,0.0,10.0,
2020-02-02,HI,0.0,0.0,11.0,
2020-02-03,HI,0.0,0.0,12.0,
2020-02-04,HI,0.0,0.0,13.0,
2020-02-05,HI,0.0,0.0,14.0,
2020-02-06,HI,0.0,0.0,15.0,
2020-02-07,HI,0.0,0.0,16.0,
2020-02-08,HI,0.0,0.0,17.0,
2020-02-09,HI,0.0,0.0,18.0,
2020-02-10,HI,0.0,0.0,19.0,
2020-02-11,HI,0.0,0.0,20.0,
2020-02-12,HI,0.0,0.0,21.0,
2020-02-13,HI,0.0,0.0,22.0,
2020-02-14,HI,0.0,0.0,23.0,
2020-02-15,HI,0.0,0.0,24.0,
2020-02-16,HI,0.0,0.0,25.0,
2020-02-17,HI,0.0,0.0,26.0,
2020-02-18,HI,0.0,0.0,27.0,
2020-02-19,HI,0.0,0.0,28.0,
2020-02-20,HI,0.0,0.0,29.0,
2020-02-21,HI,0.0,0.0,30.0,
2020-02-22,HI,0.0,0.0,31.0,
2020-02-23,HI,0.0,0.0,32.0,
2020-02-24,HI,0.0,0.0,33.0,
2020-02-25,HI,0.0,0.0,34.0,
2020-02-26,HI,0.0,0.0,35.0,
2020-02-27,HI,0.0,0.0,36.0,
2020-02-28,HI,0.0,0.0,37.0,
2020-02-29,HI,0.0,0.0,38.0,
2020-03-01,HI,0.0,0.0,39.0,
2020-03-02,HI,0.0,0.0,40.0,
2020-03-03,HI,0.0,0.0,41.0,
2020-03-04,HI,0.0,0.0,42.0,
2020-03-05,HI,0.0,0.0,43.0,
2020-03-06,HI,0.0,0.0,44.0,
2020-03-07,HI,0.07062785336527595,0.07062785336527595,45.0,
2020-03-08,HI,0.07062785336527595,0.07062785336527595,46.0,
2020-03-09,HI,0.1412557067305519,0.1412557067305519,47.0,
2020-03-10,HI,0.1412557067305519,0.1412557067305519,48.0,
2020-03-11,HI,0.1412557067305519,0.1412557067305519,49.0,
2020-03-12,HI,0.1412557067305519,0.1412557067305519,50.0,
2020-03-13,HI,0.1412557067305519,0.1412557067305519,51.0,
2020-03-14,HI,0.1412557067305519,0.1412557067305519,52.0,
2020-03-15,HI,0.1412557067305519,0.1412557067305519,53.0,
2020-03-16,HI,0.4943949735569317,0.4943949735569317,54.0,
2020-03-17,HI,0.7062785336527595,0.7062785336527595,55.0,
2020-03-18,HI,0.9887899471138634,7.557180310084528,56.0,
2020-03-19,HI,1.1300456538444152,7.698436016815079,57.0,
2020-03-20,HI,1.836324187497175,10.594178004791393,58.0,
2020-03-21,HI,2.6132305745152102,11.371084391809429,59.0,
2020-03-22,HI,3.390136961533246,21.965262396600824,60.0,
2020-03-23,HI,3.9551597884554535,212.6604664828459,61.0,
2020-03-24,HI,5.438344709126249,258.92171043710164,62.0,
2020-03-25,HI,6.3565068028748355,314.08206391538215,63.0,
2020-03-26,HI,6.709646069701217,314.43520318220857,64.0,
2020-03-27,HI,7.4865524567192505,315.2121095692266,65.0,
2020-03-28,HI,8.475342403833114,316.2008995163405,66.0,
2020-03-29,HI,10.664805858156669,494.3949735569317,67.0,
2020-03-30,HI,12.359874338923293,565.0228269222076,68.0,
2020-03-31,HI,14.408082086516295,612.6966279437689,69.0,
2020-04-01,HI,14.6905934999774,630.636102698549,70.0,
2020-04-02,HI,18.221986168241195,739.0498576142477,71.0,
2020-04-03,HI,20.128938209103648,740.9568096551101,72.0,
2020-04-04,HI,22.53028522352303,867.1687836188582,73.0,
2020-04-05,HI,24.79037653121186,914.98384034715,74.0,
2020-04-06,HI,26.202933598517383,955.3123446187226,75.0,
2020-04-07,HI,27.332979252361795,956.4423902725671,76.0,
2020-04-08,HI,28.957419879763144,1069.9413506305655,77.0,
2020-04-09,HI,30.723116213895043,1112.4593183564616,78.0,
2020-04-10,HI,31.217511187451972,1140.5692039958415,79.0,
2020-04-11,HI,32.84195181485332,1238.1768973466528,80.0,
2020-04-12,HI,34.32513673552412,1269.0412692672783,81.0,
2020-04-13,HI,35.2432988292727,1330.91126881526,82.0,
2020-04-14,HI,35.596438096099085,1371.5929123536591,83.0,
2020-04-15,HI,36.51460018984767,1398.6433801925598,84.0,
2020-04-16,HI,37.43276228359626,1461.9965646612125,85.0,
2020-04-17,HI,38.20966867061429,1543.7129910048366,86.0,
2020-04-18,HI,39.0572029109976,1578.0381277403606,87.0,
2020-04-19,HI,40.540387831668404,1657.6357184830265,88.0,
2020-04-20,HI,40.96415495186006,1707.4283551055464,89.0,
2020-04-21,HI,41.24666636532116,1744.2254667088553,90.0,
2020-04-22,HI,41.38792207205171,1790.1335713962844,91.0,
2020-04-23,HI,41.811689192243364,1845.3645527279302,92.0,
2020-04-24,HI,42.09420060570447,1898.9710934321745,93.0,
2020-04-25,HI,42.44733987253085,1980.4050083623379,94.0,
2020-04-26,HI,42.5885955792614,2011.693147403155,95.0,
2020-04-27,HI,42.80047913935723,2048.9140261266557,96.0,
2020-04-28,HI,42.8711069927225,2061.132644758848,97.0,
2020-04-29,HI,43.01236269945306,2091.855760972743,98.0,
2020-04-30,HI,43.294874112914165,2164.0374271120554,99.0,
2020-05-01,HI,43.64801337974055,2196.1024725398906,100.0,
2020-05-02,HI,43.71864123310582,2259.0318898883515,101.0,
2020-05-03,HI,43.789269086471094,2327.187768385843,102.0,
2020-05-04,HI,43.789269086471094,2391.8828820684357,103.0,
2020-05-05,HI,43.85989693983637,2401.276386566017,104.0,
2020-05-06,HI,44.142408353297476,2486.0298106043483,105.0,
2020-05-07,HI,44.21303620666275,2510.184536455273,106.0,
2020-05-08,HI,44.42491976675858,2561.1072187316367,107.0,
2020-05-09,HI,44.42491976675858,2561.1072187316367,108.0,
2020-05-10,HI,44.56617547348913,2632.300094923835,109.0,
2020-05-11,HI,44.636803326854405,2661.469398363694,110.0,
2020-05-12,HI,44.77805903358496,2679.550128825205,111.0,
2020-05-13,HI,44.84868688695023,2709.637594358812,112.0,
2020-05-14,HI,44.98994259368078,2738.6656420919408,113.0,
2020-05-15,HI,44.98994259368078,2738.6656420919408,114.0,
2020-05-16,HI,45.06057044704606,2887.478529132577,115.0,
2020-05-17,HI,45.131198300411334,2943.3451611445103,116.0,
2020-05-18,HI,45.20182615377661,2969.548094743028,117.0,
2020-05-19,HI,45.20182615377661,3179.8778420648196,118.0,
2020-05-20,HI,45.27245400714189,3270.3521222257377,119.0,
2020-05-21,HI,45.34308186050716,3329.9620304660307,120.0,
2020-05-22,HI,45.34308186050716,3388.7244044659406,121.0,
2020-05-23,HI,45.34308186050716,3423.826447588483,122.0,
2020-05-24,HI,45.413709713872436,3423.897075441848,123.0,
2020-05-25,HI,45.413709713872436,3423.897075441848,124.0,
2020-05-26,HI,45.413709713872436,3423.897075441848,125.0,
2020-05-27,HI,45.413709713872436,3423.897075441848,126.0,
2020-05-28,HI,45.484337567237716,3423.967703295213,127.0,
2020-05-29,HI,45.696221127333544,3424.179586855309,128.0,
2020-05-30,HI,45.83747683406409,3424.3208425620396,129.0,
2020-05-31,HI,45.978732540794645,3424.4620982687698,130.0,
2020-06-01,HI,46.049360394159926,3424.5327261221355,131.0,
2020-06-02,HI,46.049360394159926,3455.1852144826653,132.0,
2020-06-03,HI,46.1199882475252,3496.643764408082,133.0,
2020-06-04,HI,46.1199882475252,3576.453238710844,134.0,
2020-06-05,HI,46.261243954255754,3696.3793337250827,135.0,
2020-06-06,HI,46.89689463454324,3761.427586674502,136.0,
2020-06-07,HI,47.53254531483072,3817.788613659992,137.0,
2020-06-08,HI,47.67380102156127,3894.914229534873,138.0,
2020-06-09,HI,47.74442887492655,3918.009537585319,139.0,
2020-06-10,HI,48.168195995118204,3967.378407087646,140.0,
2020-06-11,HI,48.38007955521403,4046.622858563486,141.0,
2020-06-12,HI,48.87447452877096,4137.3090222845,142.0,
2020-06-13,HI,49.863264475884826,4190.915562988745,143.0,
2020-06-14,HI,51.06393798309451,4260.4133707001765,144.0,
2020-06-15,HI,51.4170772499209,4341.776657776974,145.0,
2020-06-16,HI,51.9821000768431,4380.904488541338,146.0,
2020-06-17,HI,52.264611490304205,4466.717330380147,147.0,
2020-06-18,HI,52.54712290376531,4546.597432536274,148.0,
2020-06-19,HI,53.81842426434028,4643.3575916467025,149.0,
2020-06-20,HI,55.72537630520274,4713.279166478325,150.0,
2020-06-21,HI,56.714166252316595,4792.806129367626,151.0,
2020-06-22,HI,57.491072639334625,4852.910432581476,152.0,
2020-06-23,HI,57.63232834606518,4897.335352348236,153.0,
2020-06-24,HI,57.84421190616101,4982.0181485332005,154.0,
2020-06-25,HI,58.97425756000543,5080.614631831127,155.0,
2020-06-26,HI,60.033675360484565,5156.186434931971,156.0,
2020-06-27,HI,61.16372101432898,5247.720132893369,157.0,
2020-06-28,HI,61.58748813452063,5330.849116304299,158.0,
2020-06-29,HI,63.49444017538308,5449.292026397867,159.0,
2020-06-30,HI,63.565068028748364,5490.821204176648,160.0,
2020-07-01,HI,64.76574153595806,5583.6968313519865,161.0,
2020-07-02,HI,65.40139221624554,5670.710346698007,162.0,
2020-07-03,HI,66.81394928355105,5764.504135967093,163.0,
2020-07-04,HI,68.86215703114406,5895.7306875197755,164.0,
2020-07-05,HI,70.55722551191069,5955.693735026895,165.0,
2020-07-06,HI,72.2522939926773,6007.463951543642,166.0,
